timestamps;TP9;AF7;AF8;TP10;Right AUX
1553640089;72.754;26.855;14.648;74.219;76.66
1553640089;61.523;26.855;17.578;84.961;66.895
1553640089;74.219;28.809;20.996;82.031;68.359
1553640089;78.125;27.832;21.973;80.566;72.266
1553640089;76.172;27.832;19.531;79.59;72.266
1553640089;83.496;30.762;19.531;70.801;77.148
1553640089;77.148;33.691;20.508;72.754;84.473
1553640089;70.801;31.25;20.996;67.383;83.008
1553640089;74.707;31.25;28.32;66.406;82.52
1553640089;68.848;32.715;28.809;74.707;76.172
1553640089;64.453;28.809;27.832;87.402;67.871
1553640089;58.594;24.902;32.715;83.984;65.918
1553640089;49.805;27.344;34.668;77.148;67.871
1553640089;50.293;29.297;33.203;90.332;65.43
1553640089;66.406;26.855;29.785;80.078;58.105
1553640089;64.453;28.32;27.832;51.758;53.711
1553640089;63.477;30.273;25.879;51.758;53.711
1553640089;55.664;35.156;26.367;56.641;56.641
1553640089;48.34;34.18;28.32;39.551;47.852
1553640089;62.988;31.25;27.344;44.434;42.48
1553640089;56.152;33.691;26.367;59.57;47.363
1553640089;45.41;34.668;27.832;59.082;49.805
1553640089;43.945;35.156;27.832;54.199;46.875
1553640089;45.41;35.156;29.297;53.711;45.41
1553640089;57.617;34.18;31.25;50.293;49.805
1553640089;54.688;37.109;32.227;59.082;54.688
1553640089;54.199;39.062;31.25;64.453;53.223
1553640089;55.664;34.668;29.297;44.922;46.387
1553640089;44.922;33.203;30.762;38.574;44.434
1553640089;51.758;35.156;33.691;59.082;50.781
1553640089;48.828;36.133;30.273;49.805;45.41
1553640089;42.969;37.598;27.832;21.973;38.086
1553640089;50.781;37.109;33.203;31.738;42.48
1553640089;49.316;37.109;35.156;47.363;38.086
1553640089;51.758;37.598;35.156;55.664;29.297
1553640089;53.711;39.062;30.762;56.641;20.508
1553640089;40.527;39.551;26.367;55.176;13.672
1553640089;59.082;41.016;28.809;36.133;15.625
1553640089;54.199;41.016;29.297;28.809;17.578
1553640089;21.484;34.668;26.367;16.602;11.719
1553640089;32.227;33.691;26.367;-2.93;9.766
1553640089;35.645;37.109;26.855;2.93;10.254
1553640089;33.203;37.109;28.32;9.766;12.695
1553640089;37.109;38.086;31.738;11.719;16.113
1553640089;44.434;38.574;33.203;21.973;19.043
1553640089;53.223;37.598;33.203;19.043;25.391
1553640089;53.711;38.086;36.133;20.02;29.297
1553640089;41.016;37.598;35.645;27.832;30.273
1553640089;38.574;33.203;33.691;43.457;26.855
1553640089;35.156;29.785;34.668;39.062;24.902
1553640089;29.785;31.738;37.598;36.621;31.25
1553640089;34.668;34.668;36.133;39.551;35.156
1553640089;40.039;31.738;32.227;26.367;31.25
1553640089;42.969;26.855;35.645;28.32;31.25
1553640089;38.574;31.738;41.504;27.832;39.551
1553640089;34.18;36.133;42.969;20.508;44.434
1553640089;35.156;35.645;44.434;31.25;41.504
1553640089;40.039;35.645;40.527;50.781;36.621
1553640089;32.715;34.668;35.156;51.27;43.945
1553640089;38.574;35.156;37.109;29.297;58.594
1553640089;55.664;34.668;39.551;21.484;54.688
1553640089;47.363;32.715;41.016;26.855;54.199
1553640089;44.922;32.715;44.434;44.434;71.777
1553640089;45.41;31.738;42.969;52.734;75.684
1553640089;30.762;27.832;38.086;33.691;61.035
1553640089;41.504;28.32;34.668;31.738;54.199
1553640089;50.781;33.203;32.227;54.199;53.223
1553640089;45.898;31.25;34.18;58.594;56.641
1553640089;49.805;28.32;37.598;69.824;66.406
1553640089;47.363;30.273;36.133;66.895;62.988
1553640089;42.48;33.203;33.691;35.645;61.035
1553640089;41.504;35.156;34.18;30.762;68.359
