timestamps;TP9;AF7;AF8;TP10;Right AUX
1553638964;12.695;26.367;26.367;26.855;32.715
1553638964;13.184;25.879;29.785;15.137;36.133
1553638964;23.438;32.715;32.227;20.02;29.297
1553638964;2.93;35.645;33.691;44.434;32.715
1553638964;12.695;33.691;33.203;43.945;31.738
1553638964;9.766;30.762;29.785;30.762;24.414
1553638964;-7.324;27.832;27.344;17.578;28.809
1553638964;28.32;27.344;27.344;18.555;28.809
1553638964;34.18;28.32;27.832;30.273;23.926
1553638964;16.602;31.25;29.785;25.391;22.461
1553638964;24.414;41.992;27.344;18.555;19.043
1553638964;26.855;37.109;27.344;22.949;18.555
1553638964;17.578;29.297;32.715;19.531;20.508
1553638964;0;32.227;39.062;28.809;21.973
1553638964;-4.395;37.109;40.527;39.551;28.809
1553638964;16.113;44.434;36.621;46.387;35.156
1553638964;21.484;45.898;32.227;42.48;27.344
1553638964;18.555;46.387;37.109;24.902;28.809
1553638964;11.23;43.457;40.039;16.602;32.715
1553638964;26.855;33.691;39.062;31.25;33.691
1553638964;12.695;35.645;40.039;20.996;28.32
1553638964;-12.695;41.016;38.574;7.324;27.344
1553638964;-3.418;39.062;39.062;27.344;33.203
1553638964;-3.418;37.109;40.039;32.227;37.598
1553638964;22.461;39.062;40.527;38.086;47.852
1553638964;42.969;39.551;35.645;27.344;69.824
1553638964;39.062;44.434;34.668;21.973;56.641
1553638964;30.762;52.734;38.086;39.062;22.949
1553638964;28.809;57.617;35.156;41.016;13.672
1553638964;32.227;56.641;30.762;46.387;7.812
1553638964;63.477;51.758;26.367;40.039;16.113
1553638964;70.312;53.711;25.391;22.949;21.973
1553638964;29.297;62.5;23.926;25.879;19.531
1553638964;16.602;63.477;22.461;15.137;23.926
1553638964;21.484;57.617;23.926;16.113;27.832
1553638964;26.367;48.828;26.367;29.785;21.484
1553638964;47.363;46.387;25.879;33.691;26.855
1553638964;24.414;49.805;22.461;44.922;32.227
1553638964;7.812;50.781;20.996;50.293;29.297
1553638964;38.086;47.363;22.949;36.133;26.367
1553638964;61.035;49.805;23.926;27.344;31.25
1553638964;62.012;55.176;24.902;23.438;37.598
1553638964;46.875;49.316;23.926;21.973;32.227
1553638964;40.039;42.969;27.832;26.367;29.297
1553638964;25.879;48.828;26.855;20.508;33.203
1553638964;28.32;53.711;22.461;44.922;36.621
1553638964;45.898;52.246;27.832;76.172;31.738
1553638964;24.902;53.223;27.832;63.965;22.949
1553638964;23.926;49.316;32.227;48.34;30.762
1553638964;31.738;40.527;36.133;20.996;41.504
1553638964;34.18;37.598;29.297;20.02;44.434
1553638964;21.973;36.133;29.297;36.133;36.133
1553638964;14.648;41.016;29.297;8.301;28.809
1553638964;39.062;39.062;21.973;22.949;43.945
1553638964;72.266;33.691;20.02;55.664;41.992
1553638964;76.66;34.668;23.926;42.48;29.785
1553638964;40.039;33.203;25.391;13.184;37.109
1553638964;16.602;35.156;27.832;0.977;38.574
1553638964;12.695;34.668;32.715;10.254;39.062
1553638964;2.93;33.691;27.832;8.789;26.855
1553638964;12.207;34.18;29.297;8.789;21.973
1553638964;4.883;35.645;40.527;13.672;22.461
1553638964;-8.789;39.551;38.086;24.414;29.297
1553638964;27.344;45.41;32.227;44.434;39.062
1553638964;55.176;46.875;34.18;33.691;33.203
1553638964;24.414;43.945;26.367;-5.371;25.879
1553638964;11.719;42.48;24.414;-0.488;31.25
1553638964;22.461;39.062;33.203;34.668;27.832
1553638964;1.465;31.25;35.645;35.156;11.23
1553638964;9.277;26.367;32.715;33.203;18.555
1553638964;48.34;29.785;31.738;34.668;32.227
1553638964;47.363;33.203;30.273;24.902;18.555
1553638964;21.973;37.109;28.809;35.156;2.441
1553638964;17.578;37.598;26.367;28.809;5.859
1553638964;37.109;39.551;24.902;11.23;12.207
1553638964;44.922;48.828;29.785;15.137;16.113
1553638964;29.297;49.316;30.273;13.672;17.09
1553638964;-1.465;46.875;26.855;0.488;15.137
1553638964;4.395;48.34;28.32;0;22.461
1553638964;30.762;43.945;28.809;17.578;39.062
1553638964;26.855;45.41;24.902;23.926;38.086
1553638964;32.715;46.875;26.855;34.18;30.273
1553638964;24.414;41.016;29.785;35.156;29.297
1553638964;23.926;43.945;28.809;34.18;29.785
1553638964;50.293;39.551;30.273;22.949;38.086
1553638964;45.898;26.855;30.762;34.18;40.039
1553638964;34.668;39.551;34.18;46.875;33.203
1553638964;35.645;56.641;38.086;31.738;37.109
1553638964;29.785;58.105;35.156;37.109;35.156
1553638964;21.973;58.105;37.598;45.898;25.391
1553638964;22.461;57.129;42.48;19.043;35.645
1553638964;24.414;54.199;40.039;34.668;40.039
1553638964;32.715;53.711;41.992;58.594;42.969
1553638964;38.574;52.734;47.852;35.156;41.016
1553638964;38.574;42.48;46.387;26.855;37.109
1553638964;41.504;29.297;42.48;33.691;33.691
1553638964;42.969;32.715;39.062;38.086;34.668
1553638964;10.742;37.109;40.527;32.227;33.691
1553638964;4.883;34.18;41.504;17.578;16.113
1553638964;38.086;36.621;37.109;33.203;17.578
1553638964;24.902;35.645;33.691;31.25;29.785
1553638964;5.859;31.738;41.992;35.156;28.32
1553638964;13.184;34.668;48.828;40.527;27.832
1553638964;24.414;35.645;49.316;40.039;30.273
1553638964;60.547;35.645;50.781;58.594;40.039
1553638965;53.711;37.598;47.363;66.895;36.621
1553638965;28.809;41.016;43.945;55.176;19.531
1553638965;60.547;35.156;41.992;17.09;16.113
1553638965;40.527;27.832;40.039;-11.23;20.02
1553638965;13.672;29.297;41.992;17.09;25.879
1553638965;16.113;34.18;49.805;43.457;20.508
1553638965;4.395;35.156;55.176;15.137;18.555
1553638965;8.789;33.203;52.246;-7.324;21.484
1553638965;13.672;30.762;50.293;0.977;23.438
1553638965;-1.953;24.902;56.152;16.113;19.043
1553638965;-2.93;26.367;58.594;19.043;12.207
1553638965;3.418;34.18;55.664;16.602;12.207
1553638965;-12.207;34.668;55.664;19.531;18.555
1553638965;13.184;26.367;58.594;12.207;12.207
1553638965;20.508;26.855;58.594;8.301;7.324
1553638965;-5.859;27.832;50.293;6.348;2.441
1553638965;-17.09;26.367;45.898;-5.859;-0.488
1553638965;10.742;30.762;49.316;23.438;3.906
1553638965;47.363;35.645;46.387;48.828;8.301
1553638965;14.16;42.48;37.598;25.391;30.762
1553638965;8.301;37.109;41.016;18.066;20.508
1553638965;-6.836;25.391;52.246;-3.418;0.977
1553638965;-29.297;24.902;43.457;-42.969;-1.465
1553638965;-7.324;28.809;41.992;-18.555;-15.137
1553638965;2.441;38.086;47.852;27.344;-1.465
1553638965;0;46.387;46.387;21.973;13.672
1553638965;26.855;42.969;50.781;8.301;18.066
1553638965;41.992;40.039;44.922;13.672;33.691
1553638965;27.344;44.922;35.645;37.598;23.438
1553638965;63.477;43.945;48.828;94.238;36.621
1553638965;51.27;32.715;54.688;34.668;27.344
1553638965;4.395;26.855;48.34;-30.762;-4.395
1553638965;22.461;45.41;47.363;-4.883;10.742
1553638965;37.598;58.594;41.504;6.836;19.043
1553638965;41.992;57.617;43.457;11.23;27.344
1553638965;11.719;51.27;53.223;46.387;46.875
1553638965;1.953;51.758;59.082;92.773;62.988
1553638965;31.25;62.012;56.152;83.984;63.477
1553638965;34.668;58.594;53.223;65.918;66.895
1553638965;36.133;59.082;49.316;52.734;56.152
1553638965;39.551;58.594;45.898;55.176;43.457
1553638965;66.406;58.105;49.316;47.363;57.617
1553638965;64.453;67.383;55.664;35.645;69.336
1553638965;29.297;69.336;54.199;53.223;62.988
1553638965;28.809;60.059;50.781;48.34;62.988
1553638965;21.973;53.711;46.875;40.527;59.082
1553638965;15.137;49.805;51.27;53.711;48.828
1553638965;32.715;50.781;52.246;27.832;43.945
1553638965;50.781;53.711;47.852;28.809;42.48
1553638965;57.129;53.223;49.316;62.012;42.969
1553638965;52.734;50.293;51.758;66.895;45.41
1553638965;40.527;53.223;50.293;46.875;49.805
1553638965;56.152;58.594;47.852;22.461;41.992
1553638965;64.941;62.012;47.363;30.273;34.668
1553638965;36.133;62.5;42.48;43.945;35.156
1553638965;28.32;57.617;40.527;40.527;30.762
1553638965;27.832;52.734;49.805;25.879;28.809
1553638965;5.859;50.781;50.781;5.859;28.809
1553638965;7.324;50.781;45.41;19.531;32.715
1553638965;14.648;52.246;45.41;33.691;35.645
1553638965;41.504;59.57;48.34;22.461;32.227
1553638965;57.617;62.988;47.852;23.438;36.133
1553638965;48.34;53.711;46.387;25.391;32.715
1553638965;37.109;46.387;46.387;7.324;27.832
1553638965;7.812;41.992;48.34;29.297;15.625
1553638965;26.855;42.48;44.922;43.457;3.906
1553638965;43.945;52.246;42.969;16.602;11.719
1553638965;41.016;49.316;46.387;3.906;11.23
1553638965;30.273;47.852;44.922;7.324;2.93
1553638965;11.719;47.852;47.363;8.789;2.441
1553638965;13.672;29.785;47.363;22.461;4.883
1553638965;0.488;32.715;43.945;23.926;0
1553638965;1.465;56.152;40.527;1.953;-4.395
1553638965;19.531;61.523;40.527;4.883;11.719
1553638965;38.574;61.035;40.527;15.137;20.996
1553638965;32.227;57.129;37.598;14.648;7.324
1553638965;8.789;48.34;36.621;25.391;15.625
1553638965;13.184;51.758;40.527;9.277;21.973
1553638965;41.504;56.152;43.945;-10.742;11.719
1553638965;55.664;49.316;45.41;24.414;11.719
1553638965;38.574;48.34;53.223;50.781;18.066
1553638965;13.672;53.223;53.711;45.41;17.578
1553638965;36.621;53.711;41.504;32.227;14.16
1553638965;41.504;52.734;35.645;19.043;3.906
1553638965;14.648;44.922;41.992;10.742;16.113
1553638965;21.484;43.945;43.457;5.371;21.484
1553638965;6.348;51.758;43.945;17.09;15.137
1553638965;32.227;52.734;43.945;46.387;17.09
1553638965;63.477;46.387;41.504;52.246;20.508
1553638965;29.297;44.434;43.457;31.25;25.391
1553638965;16.602;45.41;44.434;20.996;21.484
1553638965;17.578;47.852;51.27;11.23;30.273
1553638965;2.441;53.711;51.758;1.465;28.32
1553638965;6.836;59.082;51.758;14.648;25.391
1553638965;17.578;64.453;58.594;11.23;37.598
1553638965;24.902;65.918;55.176;9.277;33.203
1553638965;40.039;66.895;53.223;2.441;30.762
1553638965;54.199;68.359;50.781;15.137;54.688
1553638965;58.594;68.848;50.781;58.594;66.895
1553638965;47.852;60.059;65.43;69.336;42.969
1553638965;26.855;52.246;75.684;61.523;24.902
1553638965;44.434;46.387;75.195;50.293;21.973
1553638965;28.32;36.133;69.336;17.09;19.043
1553638965;5.859;28.809;67.383;26.367;15.625
1553638965;33.203;20.996;74.219;11.23;3.906
1553638965;-1.953;8.789;78.125;-20.02;-3.418
1553638965;-36.133;0;75.684;-4.395;-1.465
1553638965;-37.109;-8.789;76.66;-0.488;2.93
1553638965;-38.086;-16.113;81.543;6.348;-8.301
1553638965;-20.508;-18.555;82.52;19.043;-19.043
1553638965;-39.551;-23.438;83.984;17.09;-10.254
1553638965;-65.43;-26.855;81.543;-11.719;-19.043
1553638965;-44.922;-32.715;78.613;-16.113;-19.043
1553638965;-31.25;-32.715;79.102;1.953;-9.766
1553638965;-4.883;-22.461;80.078;-4.395;-11.23
1553638965;-3.418;-13.184;74.219;1.465;-9.277
1553638965;-15.137;-17.09;73.73;14.16;-11.23
1553638965;-15.137;-18.555;76.172;20.508;-10.254
1553638965;-41.992;-7.812;74.219;41.016;-10.254
